uuid,city,type,subtype,timestamp
6d0d35e0-6d98-490e-a1f0-e3bad452301c,Cerro Navia,HAZARD,HAZARD_WEATHER_FOG,2025-04-29T13:10:37Z
fedc7373-43df-4d43-b9c9-012e15aae347,Cerro Navia,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:04:59Z
cdc60c42-1480-4c70-aa1c-84aab13a2320,Cerro Navia,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-23T11:03:18Z
556a24d5-53b0-4c6d-95df-27f8c50e886c,Cerro Navia,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-23T12:27:09Z
eaba986a-ad82-4cea-9338-647c9ef3b2a7,Cerro Navia,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-29T16:11:44Z
21e7c86c-83b9-4830-895b-140c82753832,Cerro Navia,POLICE,POLICE_WITH_MOBILE_CAMERA,2025-04-29T23:30:03Z
b6947eee-eab1-40b1-b396-491453ab37c8,Cerro Navia,ROAD_CLOSED,ROAD_CLOSED_EVENT,2025-01-20T04:44:56Z
7e50dcee-51bb-41c9-beca-168518af731a,Cerro Navia,ROAD_CLOSED,ROAD_CLOSED_EVENT,2025-01-20T04:44:57Z
0f49aa2e-5901-456a-8505-d7bec331189e,Cerro Navia,ROAD_CLOSED,ROAD_CLOSED_EVENT,2025-05-07T22:36:15Z
073cab89-a6e8-46a9-9e3b-5204ee4bed68,Chamisero,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T15:50:23Z
5e1bc625-4674-4118-b4ba-37e41f5abaf5,Chicureo,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T20:35:33Z
efeb073e-35a4-43ab-9032-baa0bbd2c98c,Chicureo,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-30T01:18:10Z
7a1f7eaf-129c-4e2d-b4bd-55017dbd65bb,Chicureo,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:07:03Z
d15b491f-662f-4cca-9966-af753dbd4fe8,Chicureo,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:20:58Z
680a226b-be55-49a0-bbda-529badb61f9d,Chicureo,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-29T11:27:58Z
d0b107bf-8b1c-4fd7-98ff-afb161572770,Colina,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:14:34Z
7e48876d-aecf-44de-87af-e4bb4991f07a,Colina,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T10:55:18Z
841917fe-2550-4b56-8c07-edf41a3ce70c,Colina,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T10:57:33Z
8111163f-b0a7-41aa-9109-8bacf4742269,Colina,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T11:01:14Z
95d187fe-a18c-47c5-b37c-df102c3d979f,Colina,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-23T10:48:28Z
08630a35-824c-4e09-bee4-0f4449c8e253,Colina,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-29T10:45:04Z
20317fe5-185e-4cf6-96ce-5e4ff75be44d,Conchalí,HAZARD,HAZARD_ON_ROAD,2025-04-23T09:28:08Z
4638368e-f0f0-41d1-bcc3-8fe0e320bb38,Conchalí,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2025-04-23T16:00:26Z
9950c088-c070-4c79-bf65-ff78984d2f67,Conchalí,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2025-04-23T17:29:38Z
f176a20b-df1c-4784-877f-34053c40f106,Conchalí,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2025-04-29T14:21:38Z
d0e2b644-4e30-41ab-bbb8-93f5d68eb048,Conchalí,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2025-04-29T18:44:07Z
901e0d6d-01ea-4a52-972e-92ec0237c324,Conchalí,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2025-04-29T21:02:53Z
25ac15b6-50f3-48c3-aae8-2159ff561081,Conchalí,HAZARD,HAZARD_ON_ROAD_OBJECT,2025-04-29T17:09:00Z
794d367c-aeab-4073-bd5d-aaee19e7cbe4,Conchalí,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-29T15:37:24Z
25c9af17-2da4-4a72-9624-9d7fb5ddfbeb,Conchalí,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2025-04-29T22:13:30Z
ed761654-7d16-41f4-823e-882efb6a40c8,Conchalí,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2025-04-29T21:40:02Z
9316efd8-53d4-4be3-9be2-8b527a442995,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T10:03:05Z
31ea11bf-db82-49dc-a7b5-b2fac160416e,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-23T11:40:45Z
c6a3a6ed-24a7-4a42-b7b2-a2c5cde459c5,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T13:29:38Z
10c0b874-b717-481f-952c-46a51af2c4f7,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T15:16:44Z
87261f32-23ce-4a3a-8bb1-240414518f50,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T17:01:25Z
3867191c-ced3-458b-922b-cb76ff5eba14,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T17:51:26Z
488bce3a-e07b-4ad2-ac63-31409c69e736,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T18:45:52Z
b296178e-e0f4-4d67-8ede-dae1bd9e8504,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T18:46:11Z
a8a6bddb-321c-4636-b372-84da00d7e618,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T20:17:29Z
d8060dfa-3a73-4746-be60-e009e37d4f64,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T20:51:40Z
b1c522a7-7507-4018-9fce-e8ec0c1f429f,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T21:34:37Z
06b2e6c0-29e6-40b1-bd79-3c92f765a07c,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-29T23:20:46Z
0578d00b-735d-447f-8221-04e4aaf141b4,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2025-04-30T00:12:25Z
1ae3ffbf-15c2-401c-975b-2da5ec4add3b,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:01:01Z
def97a87-c1b5-460c-9cbb-22edd1a6bc26,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T11:40:27Z
3c6e5ab6-71ed-4e87-84c2-79efb90b0907,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T12:21:51Z
e38f7207-ab10-4ac7-bc64-7a60ee024b8b,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-23T13:54:31Z
7657552e-f136-4ace-9ea0-cab9813b36f4,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T15:34:30Z
e488c6f7-0e59-42dd-a08b-f051721e5190,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T22:31:51Z
6a848bd1-d7df-4e18-b110-036656f487b3,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T23:11:55Z
b431d443-2d36-4c1d-ae85-047d2c4d966a,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T23:26:24Z
ff7fa543-8c6f-4390-8802-a6921a4b23be,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T23:29:48Z
e350d527-ec20-4ccc-853c-f89f0d2382e5,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T23:30:33Z
c52510c5-4f02-407f-a2f4-c3c74cc1d111,Conchalí,JAM,JAM_HEAVY_TRAFFIC,2025-04-29T23:56:53Z
a29ae630-69fc-4f71-a1e4-76bd82050ce0,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-23T11:05:53Z
1083500b-9c4a-4867-8254-1280e79f3530,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-23T11:43:38Z
62819501-2beb-4a2e-b7f4-df358c94641f,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-23T11:47:50Z
93da6962-f9e1-45a0-a2b6-1db73340fe15,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-29T11:10:01Z
7df1e98a-5938-4c41-b89b-6720c2c1af88,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-29T12:43:21Z
672ad238-5238-4bfc-af4b-f936140fb044,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-29T12:53:21Z
b583c4c5-22b6-4285-88cf-d10b35ff7152,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-29T21:52:22Z
b30ace34-7dd1-4bc3-9f3a-08cf92fde3ff,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-29T22:14:22Z
96a80260-9297-47f2-a74e-349ad7f4c9f9,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-29T22:46:42Z
3122e07d-8867-45c9-ab43-f3ae0e4aba78,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-30T00:10:45Z
8e14191e-f344-407c-a799-3ec74d1f9d3f,Conchalí,JAM,JAM_STAND_STILL_TRAFFIC,2025-04-30T00:37:49Z
dc149994-4383-4cf6-ac23-53d8fc39c7f3,Conchalí,POLICE,POLICE_VISIBLE,2025-04-29T04:28:47Z
031ebf07-ece8-46be-8df5-902c8808921c,Conchalí,POLICE,POLICE_WITH_MOBILE_CAMERA,2025-04-29T23:11:15Z
b44ec26d-05e2-4ae1-a243-519c1d23c8a5,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-06-06T13:21:43Z
ab6daf4e-3217-4519-bf47-4597e1ff2630,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-06-06T13:21:44Z
c216b0e7-a6a3-4ee8-a54e-190206159ddf,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-06-06T13:23:34Z
dc8567dd-791a-4072-b02e-fc89eb05bc42,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-06-06T13:26:53Z
1e262827-edb9-4c9e-bb1a-322d68836134,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-06-06T13:26:54Z
3c3c66fd-e9f8-4c54-8cb3-da8157f49334,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-06-06T13:26:55Z
9cde03c7-a2aa-4dfa-8081-1ecb1aa87fb0,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-06-07T14:43:41Z
41e9a74c-35d9-4810-86c1-1031b01f5cc2,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-06-26T21:09:10Z
652a1011-3eaa-4f32-a9ce-e88c65c9424e,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-06-26T21:09:19Z
4d2e9fee-1dbe-4ef4-a1f5-0326c1c60382,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-08-23T21:43:23Z
8c111691-b22c-425b-bf0d-076288402732,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2024-12-17T14:59:07Z
7f0d018e-87f2-487e-b57a-9355e7266128,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2025-03-03T13:05:26Z
209e2dce-0e1c-4125-915b-e328b896e56a,Conchalí,ROAD_CLOSED,ROAD_CLOSED_EVENT,2025-03-03T13:05:49Z
